"","Feature","Combined_Name","Scan","row.m.z","row.retention.time","neutral.M.mass","best.ion","correlation.group.ID","annotation.network.number","partners","FBMN_cluster","FBMN_Compound_Name","sus_deltamz","Sirius_precursorFormula","FBMN_superclass","FBMN_class","FBMN_subclass","FBMN_npclassifier_superclass","FBMN_npclassifier_class","FBMN_npclassifier_pathway","CMMC_NPClassifier_class","CMMC_NPClassifier_superclass","CMMC_NPClassifier_pathway","Sirius_NPC.superclass","Sirius_NPC.class","Sirius_NPC.pathway","Sirius_NPC.pathway.Probability","Sirius_NPC.superclass.Probability","Sirius_NPC.class.Probability","Sirius_ClassyFire.all.classifications","Sirius_ClassyFire.superclass","Sirius_ClassyFire.superclass.probability","Sirius_ClassyFire.class","Sirius_ClassyFire.class.Probability","Sirius_ClassyFire.subclass","Sirius_ClassyFire.subclass.Probability","Sirius_ClassyFire.level.5","Sirius_ClassyFire.level.5.Probability","Sirius_ClassyFire.most.specific.class","Sirius_ClassyFire.most.specific.class.Probability","row.ion.mobility","row.ion.mobility.unit","row.CCS","auto.MS2.verify","identified.by.n.","FBMN_SpectrumID","FBMN_LibraryName","FBMN_MQScore","FBMN_TIC_Query","FBMN_RT_Query","FBMN_MZErrorPPM","FBMN_SharedPeaks","FBMN_MassDiff","FBMN_SpecMZ","FBMN_SpecCharge","FBMN_NumberHits","FBMN_Ion_Source","FBMN_Instrument","FBMN_Compound_Source","FBMN_Adduct","FBMN_Precursor_MZ","FBMN_ExactMass","FBMN_Charge","FBMN_CAS_Number","FBMN_Pubmed_ID","FBMN_INCHI","FBMN_Library_Class","FBMN_IonMode","FBMN_Organism","FBMN_LibMZ","FBMN_UpdateWorkflowName","FBMN_LibraryQualityString","FBMN_tags","FBMN_molecular_formula","FBMN_InChIKey","FBMN_InChIKey.Planar","FBMN_library_usi","CMMC_LibrarySpectrumID","CMMC_prec_mz","CMMC_MQScore","CMMC_LibSearchSharedPeaks","CMMC_ParentMassDiff","CMMC_input_name","CMMC_input_molecule_origin","CMMC_input_original_molecule_name","CMMC_input_original_molecule_structure","CMMC_input_microbe_ncbi","CMMC_input_microbe_name","CMMC_input_microbe_DNARNA","CMMC_input_microbial_community","CMMC_input_microbial_community_description","CMMC_input_biosynthesis_mibig","CMMC_input_biosynthesis_genes","CMMC_input_biosynthesis_description","CMMC_input_source","CMMC_input_activity","CMMC_input_concentration_activity","CMMC_input_phenotype_associated","CMMC_input_phenotype_direction","CMMC_input_concentration_phenotype","CMMC_input_references","CMMC_input_comment","CMMC_database_id","Sirius_formulaRank","Sirius_molecularFormula","Sirius_adduct","Sirius_ZodiacScore.x","Sirius_SiriusScoreNormalized.x","Sirius_SiriusScore.x","Sirius_TreeScore","Sirius_IsotopeScore","Sirius_numExplainedPeaks","Sirius_explainedIntensity","Sirius_medianMassErrorFragmentPeaks.ppm.","Sirius_medianAbsoluteMassErrorFragmentPeaks.ppm.","Sirius_massErrorPrecursor.ppm.","Sirius_lipidClass","Sirius_ionMass","Sirius_structurePerIdRank","Sirius_Structure_ConfidenceScoreExact","Sirius_Structure_ConfidenceScoreApproximate","Sirius_CSI.FingerIDScore","Sirius_ZodiacScore.y","Sirius_SiriusScoreNormalized.y","Sirius_SiriusScore.y","Sirius_InChI","Sirius_name","Sirius_smiles","Sirius_pubchemids","Sirius_xlogp","Sirius_dbflags"
"6512","Feature_46657","Feature_46657_FBMN_Cer(d18:2/20:1); [M+H]+ C38H72N1O3_SIRIUS_C30H57NO3",46657,480.442686001754,10.678097,480.44284,"[M+?]+",991,929,"46657;46637",245,"Cer(d18:2/20:1); [M+H]+ C38H72N1O3","N","C30H58NO3+","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,"Spingolipids","Ceramides","Fatty acids",1,1,1,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Lipids and lipid-like molecules",0.993,"Sphingolipids",0.986,"Ceramides",0.997,"Long-chain ceramides",0.59,"Long-chain ceramides",0.59,NA,NA,NA,"",2,"CCMSLIB00010076163","PNNL-LIPIDS-POSITIVE.mgf",0.848681,314334,0,186450,9,110.108,480.443,1,1,"LC-ESI","HCD; Velos","Commercial","M+H",590.551,0,1,"N/A","N/A","N/A",1,"Positive","PNNL-LIPIDS-POSITIVE",590.551,"UPDATE-SINGLE-ANNOTATED-GOLD","Gold","","N/A","N/A","N/A","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010076163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C30H57NO3","[M + H]+",1,1,58.189,58.189,0,24,0.988,3.027,3.027,3.265,"Cer(d18:2_12:0)",480.443,1,0.294,0.406,-141.461,1,1,58.189,"InChI=1S/C30H57NO3/c1-3-5-7-9-11-13-14-15-16-18-20-22-24-26-30(34)31-28(27-32)29(33)25-23-21-19-17-12-10-8-6-4-2/h12,17,23,25,28-29,32-33H,3-11,13-16,18-22,24,26-27H2,1-2H3,(H,31,34)","N-(1,3-dihydroxytetradeca-4,8-dien-2-yl)hexadecanamide","CCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCC=CCCCCC)O","76308329;138253536;132994166",9.8,4566548482
"6513","Feature_46663","Feature_46663_CMMC_linoleic acid_FBMN_Spectral Match to Monolinolenin (9c,12c,15c) from NIST14_SIRIUS_C21H34O3",46663,335.258206479299,10.6885195,NA,"",1024,NA,"",253,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14","N","C21H35O3+","N/A","N/A","N/A","N/A","N/A","N/A","Unsaturated fatty acids","Fatty Acids and Conjugates","Fatty acids","Glycerolipids","Monoacylglycerols","Fatty acids",0.986,0.726,0.498,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Lipids and lipid-like molecules",0.987,"Fatty Acyls",0.862,"Fatty acid esters",0.819,"",NA,"Fatty acid esters",0.819,NA,NA,NA,"",NA,"CCMSLIB00003140172","GNPS-NIST14-MATCHES.mgf",0.924943,220384,0,0.63719,9,0.000213623,335.258,1,1,"ESI","HCD","Isolated","M+H-H2O",335.258,0,1,"18465991","N/A","N/A",3,"Positive","GNPS-NIST14-MATCHES",335.258,"UPDATE-SINGLE-ANNOTATED-BRONZE","Bronze","","N/A","N/A","N/A","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003140172","mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006553938",335.258,0.881248,6,54.0082,"linoleic acid","Diet;Drug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diet;Drug","Mechanism of action: oxidative stress inducer. Therapeutic indication: NA.",NA,NA,NA,NA,NA,"Mechanism of action and therapeutic indication were retrieved from the drug library referenced.","0f3a8d00a3b647a4baee3e1b1238ce6a-393788fc-a25c-401b-942e-819653af5264; 0f3a8d00a3b647a4baee3e1b1238ce6a-0817b86e-3a35-4f98-886d-f8b745f0b4b1",1,"C21H34O3","[M + H]+",1,1,152.885,149.307,3.578,29,0.99,3.09,3.09,0.413,"",335.258,1,0.212,0.212,-198.829,1,1,152.885,"InChI=1S/C21H34O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20(22)18(2)24-21(19)23/h3,18-20,22H,1,4-9,12-17H2,2H3","3-(hexadec-15-en-7-yn-1-yl)-4-hydroxy-5-methyloxolan-2-one","CC1C(C(C(=O)O1)CCCCCCC#CCCCCCCC=C)O","51694022;51694023;38360762;38360767;38360770;38360773;45360108",6.5,3145730
"6514","Feature_46668","Feature_46668_SIRIUS_C47H78O10",46668,820.593616532296,10.672539,802.56019,"[M+NH4]+",1024,926,"46668;48811",-1,NA,"N","C47H82NO10+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glycerolipids","Diacylglycerols","Fatty acids",0.987,0.992,0.25,"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Fatty alcohols; Monosaccharides; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Lipids and lipid-like molecules",0.998,"Fatty Acyls",0.984,"Fatty acyl glycosides",0.719,"Fatty acyl glycosides of mono- and disaccharides",0.765,"Fatty acyl glycosides of mono- and disaccharides",0.765,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C47H78O10","[M + H3N + H]+",1,0.221,50.737,45.656,5.081,24,0.949,2.557,2.557,0.36,"",820.594,1,0.152,0.152,-361.856,1,0.221,50.737,"InChI=1S/C47H78O10/c1-3-5-7-9-11-13-15-17-19-20-22-23-25-27-29-31-33-35-42(49)54-38-40(39-55-47-46(53)45(52)44(51)41(37-48)57-47)56-43(50)36-34-32-30-28-26-24-21-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-19,21,40-41,44-48,51-53H,3-4,9-10,15-16,20,22-39H2,1-2H3","1-(11Z,14Z,17Z-eicosatrienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol","CCC=CCC=CCC=CCCCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCC=CCC=CCC=CCC","90659166",11.1,2050
"6515","Feature_46672","Feature_46672_SIRIUS_C45H74O10",46672,813.492281308516,10.688371,NA,"",1024,NA,"",-1,NA,"N","C45H74KO10+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C45H74O10","[M + K]+",0.463,0.466,4.363,4.363,0,0,0,1.611,1.611,1.135,"",813.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6516","Feature_46676","Feature_46676_SIRIUS_C8H9NO2",46676,152.070843159886,10.696143,NA,"",NA,NA,"",-1,NA,"N","C8H10NO2+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicotinic acid alkaloids","Pyridine alkaloids","Alkaloids",0.997,0.995,0.995,"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyridine carboxaldehydes; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organoheterocyclic compounds",0.998,"Pyridines and derivatives",0.962,"Pyridine carboxaldehydes",0.543,"",NA,"Pyridine carboxaldehydes",0.543,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C8H9NO2","[M + H]+",1,0.948,22.694,22.694,0,3,0.947,2.005,2.005,1.545,"",152.071,1,0.221,0.221,-209.673,1,0.948,22.694,"InChI=1S/C8H9NO2/c1-5-3-9-6(2)8(11)7(5)4-10/h3-4,11H,1-2H3","5-Deoxypyridoxal","CC1=CN=C(C(=C1C=O)O)C","164889",1.3,137455732806
"6517","Feature_46679","Feature_46679_FBMN_Spectral Match to Dilinolenin (9c,12c,15c) from NIST14_SIRIUS_C38H75N9O10",46679,818.57809396696,10.689558,NA,"",1024,NA,"",383,"Spectral Match to Dilinolenin (9c,12c,15c) from NIST14","N","C38H76N9O10+","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,"Oligopeptides","Open-chain polyketides","Polyketides",0.436,0.796,0.598,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organic acids and derivatives",0.976,"Carboxylic acids and derivatives",0.927,"Amino acids, peptides, and analogues",0.571,"Amino acids and derivatives",0.548,"Amino acids and derivatives",0.548,NA,NA,NA,"",NA,"CCMSLIB00003136313","GNPS-NIST14-MATCHES.mgf",0.793327,306080,0,334313,11,205.095,818.578,1,1,"ESI","HCD","Isolated","M+H",613.483,0,1,"35098841","N/A","N/A",3,"Positive","GNPS-NIST14-MATCHES",613.483,"UPDATE-SINGLE-ANNOTATED-BRONZE","Bronze","","N/A","N/A","N/A","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003136313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C38H75N9O10","[M + H]+",1,0.966,85.202,85.202,0,27,0.985,3.127,3.127,8.703,"",818.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6518","Feature_46688","Feature_46688_SIRIUS_C48H76N6O6",46688,833.58858445098,10.64663,NA,"",990,NA,"",-1,NA,"N","C48H77N6O6+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligopeptides","Open-chain polyketides","Amino acids and Peptides",0.646,0.927,0.285,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organic acids and derivatives",0.987,"Carboxylic acids and derivatives",0.972,"Amino acids, peptides, and analogues",0.796,"Amino acids and derivatives",0.777,"Alpha amino acids and derivatives",0.653,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C48H76N6O6","[M + H]+",1,1,30.444,26.187,4.258,9,0.988,5.028,5.028,-1.596,"",833.589,1,0.106,0.106,-480.958,1,1,30.444,"InChI=1S/C48H76N6O6/c1-14-33(6)44(53(11)48(58)43(31(2)3)51-46(32(4)5)52(9)10)41(59-12)29-42(56)54-26-18-21-39(54)45(60-13)34(7)40(55)28-37(27-35-19-16-15-17-20-35)47(57)50-38-24-22-36(23-25-38)30-49-8/h15-17,19-20,22-25,31-34,37,39,41,43-45,49H,14,18,21,26-30H2,1-13H3,(H,50,57)","(2R,5R,6R)-2-benzyl-6-[(2S)-1-[(3R,4S,5S)-4-[[(2S)-2-[[1-(dimethylamino)-2-methylpropylidene]amino]-3-methylbutanoyl]-methylamino]-3-methoxy-5-methylheptanoyl]pyrrolidin-2-yl]-6-methoxy-5-methyl-N-[4-(methylaminomethyl)phenyl]-4-oxohexanamide","CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)CC(CC2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)CNC)OC)OC)N(C)C(=O)C(C(C)C)N=C(C(C)C)N(C)C","160037596",5.8,2
"6519","Feature_46697","Feature_46697_SIRIUS_C42H71NO8",46697,718.52496235135,10.438944,NA,"",NA,NA,"",-1,NA,"N","C42H72NO8+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macrolides","Polyene macrolides","Polyketides",0.831,0.987,0.393,"Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Phenylpropanoids and polyketides",0.803,"Macrolides and analogues",0.879,"",NA,"",NA,"Macrolides and analogues",0.879,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C42H71NO8","[M + H]+",0.266,0.183,5.251,5.251,0,3,1,3.396,3.396,-0.396,"",718.525,1,0.03,0.03,-355.802,0.266,0.183,5.251,"InChI=1S/C42H71NO8/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-38(46)43-35(34-50-42-41(49)40(48)39(47)37(33-44)51-42)36(45)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h5,7,11-14,17-18,21,23,29,31,35-37,39-42,44-45,47-49H,3-4,6,8-10,15-16,19-20,22,24-28,30,32-34H2,1-2H3,(H,43,46)","","CCCCCC=CCCC=CCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)CCCCCCCC=CCC=CCC=CCC)O","164333343",8.2,2
"6520","Feature_46703","Feature_46703_SIRIUS_C50H83NO7",46703,810.62445473948,10.664102,NA,"",NA,NA,"",-1,NA,"N","C50H84NO7+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linear polyketides","Open-chain polyketides","Fatty acids",0.211,0.651,0.643,"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Lipids and lipid-like molecules",0.786,"Prenol lipids",0.644,"",NA,"",NA,"Prenol lipids",0.644,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C50H83NO7","[M + H]+",0.495,0.318,106.265,106.265,0,35,0.918,2.681,2.681,0.271,"",810.624,5,0.06,0.06,-546.698,0.495,0.318,106.265,"InChI=1S/C50H83NO7/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-48(52)57-45-46(44-56-43-42-47(50(54)55)51(3,4)5)58-49(53)41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h10,12,14,16,18,20,22-27,29,31,46-47H,6-9,11,13,15,17,19,21,28,30,32-45H2,1-5H3/p+1","4-[3-[(9E,11E,13E,15E,17E)-henicosa-9,11,13,15,17-pentaenoyl]oxy-2-[(7E,9E)-nonadeca-7,9-dienoyl]oxypropoxy]-2-(trimethylazaniumyl)butanoate","CCCCCCCCCC=CC=CCCCCCC(=O)OC(COCCC(C(=O)O)[N+](C)(C)C)COC(=O)CCCCCCCC=CC=CC=CC=CC=CCCC","134759516;134759517",14.9,2
"6521","Feature_46708","Feature_46708_SIRIUS_C35H62N6O5",46708,647.484807099354,10.960877,NA,"",NA,NA,"",490,NA,"N","C35H63N6O5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oligopeptides","Tripeptides","Amino acids and Peptides",0.78,0.845,0.118,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organic acids and derivatives",0.995,"Carboxylic acids and derivatives",0.981,"Amino acids, peptides, and analogues",0.957,"Peptides",0.516,"Peptides",0.516,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C35H62N6O5","[M + H]+",0.811,0.964,37.407,31.834,5.573,15,0.939,5.078,5.078,-0.982,"",647.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6522","Feature_46718","Feature_46718_SIRIUS_C30H60N2O6",46718,567.43974240053,10.836814,NA,"",NA,NA,"",125,NA,"N","C30H60N2NaO6+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linear polyketides","Lipopeptides","Amino acids and Peptides",0.885,0.504,0.136,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organic acids and derivatives",0.999,"Carboxylic acids and derivatives",0.994,"Amino acids, peptides, and analogues",0.897,"Amino acids and derivatives",0.892,"Alpha amino acids and derivatives",0.905,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C30H60N2O6","[M + Na]+",0.992,0.943,46.606,43.965,2.642,12,0.968,2.841,2.841,9.484,"",567.44,1,0.026,0.026,-390.525,0.992,0.943,46.606,"InChI=1S/C30H60N2O6/c1-27(13-7-3-5-9-17-29(35)31-19-23-37-25-21-33)15-11-12-16-28(2)14-8-4-6-10-18-30(36)32-20-24-38-26-22-34/h27-28,33-34H,3-26H2,1-2H3,(H,31,35)(H,32,36)","N,N'-bis[2-(2-hydroxyethoxy)ethyl]-8,13-dimethylicosanediamide","CC(CCCCCCC(=O)NCCOCCO)CCCCC(C)CCCCCCC(=O)NCCOCCO","9915386",5.9,2
"6523","Feature_46719","Feature_46719_SIRIUS_C37H71NO7",46719,642.529899864232,10.915517,NA,"",NA,NA,"",208,NA,"N","C37H72NO7+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glycerolipids","Diacylglycerols","Fatty acids",1,0.995,0.686,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Lipids and lipid-like molecules",0.975,"Glycerolipids",0.965,"Diradylglycerols",0.643,"Diacylglycerols",0.596,"Diacylglycerols",0.596,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C37H71NO7","[M + H]+",1,0.66,145.644,139.315,6.33,50,0.981,2.981,3.072,-0.669,"",642.53,1,0.013,0.013,-420.405,1,0.66,145.644,"InChI=1S/C37H71NO7/c1-6-8-10-12-14-16-18-20-22-24-26-28-36(40)45-33(31-43-30-29-34(37(41)42)38(3,4)5)32-44-35(39)27-25-23-21-19-17-15-13-11-9-7-2/h33-34H,6-32H2,1-5H3/p+1","4-(2-Tetradecanoyloxy-3-tridecanoyloxypropoxy)-2-(trimethylazaniumyl)butanoate","CCCCCCCCCCCCCC(=O)OC(COCCC(C(=O)O)[N+](C)(C)C)COC(=O)CCCCCCCCCCCC","133001776;133001777",11.9,2
