"","Feature","Combined_Name","Scan","row.m.z","row.retention.time","neutral.M.mass","best.ion","correlation.group.ID","annotation.network.number","partners","FBMN_cluster","FBMN_Compound_Name","Sirius_precursorFormula","FBMN_superclass","FBMN_class","FBMN_subclass","FBMN_npclassifier_superclass","FBMN_npclassifier_class","FBMN_npclassifier_pathway","CMMC_NPClassifier_class","CMMC_NPClassifier_superclass","CMMC_NPClassifier_pathway","Sirius_NPC.superclass","Sirius_NPC.class","Sirius_NPC.pathway","Sirius_NPC.pathway.Probability","Sirius_NPC.superclass.Probability","Sirius_NPC.class.Probability","Sirius_ClassyFire.all.classifications","Sirius_ClassyFire.superclass","Sirius_ClassyFire.superclass.probability","Sirius_ClassyFire.class","Sirius_ClassyFire.class.Probability","Sirius_ClassyFire.subclass","Sirius_ClassyFire.subclass.Probability","Sirius_ClassyFire.level.5","Sirius_ClassyFire.level.5.Probability","Sirius_ClassyFire.most.specific.class","Sirius_ClassyFire.most.specific.class.Probability","row.ion.mobility","row.ion.mobility.unit","row.CCS","auto.MS2.verify","identified.by.n.","FBMN_SpectrumID","FBMN_LibraryName","FBMN_MQScore","FBMN_TIC_Query","FBMN_RT_Query","FBMN_MZErrorPPM","FBMN_SharedPeaks","FBMN_MassDiff","FBMN_SpecMZ","FBMN_SpecCharge","FBMN_NumberHits","FBMN_Ion_Source","FBMN_Instrument","FBMN_Compound_Source","FBMN_Adduct","FBMN_Precursor_MZ","FBMN_ExactMass","FBMN_Charge","FBMN_CAS_Number","FBMN_Pubmed_ID","FBMN_INCHI","FBMN_Library_Class","FBMN_IonMode","FBMN_Organism","FBMN_LibMZ","FBMN_UpdateWorkflowName","FBMN_LibraryQualityString","FBMN_tags","FBMN_molecular_formula","FBMN_InChIKey","FBMN_InChIKey.Planar","FBMN_library_usi","CMMC_LibrarySpectrumID","CMMC_prec_mz","CMMC_MQScore","CMMC_LibSearchSharedPeaks","CMMC_ParentMassDiff","CMMC_input_name","CMMC_input_molecule_origin","CMMC_input_original_molecule_name","CMMC_input_original_molecule_structure","CMMC_input_microbe_ncbi","CMMC_input_microbe_name","CMMC_input_microbe_DNARNA","CMMC_input_microbial_community","CMMC_input_microbial_community_description","CMMC_input_biosynthesis_mibig","CMMC_input_biosynthesis_genes","CMMC_input_biosynthesis_description","CMMC_input_source","CMMC_input_activity","CMMC_input_concentration_activity","CMMC_input_phenotype_associated","CMMC_input_phenotype_direction","CMMC_input_concentration_phenotype","CMMC_input_references","CMMC_input_comment","CMMC_database_id","Sirius_formulaRank","Sirius_molecularFormula","Sirius_adduct","Sirius_ZodiacScore.x","Sirius_SiriusScoreNormalized.x","Sirius_SiriusScore.x","Sirius_TreeScore","Sirius_IsotopeScore","Sirius_numExplainedPeaks","Sirius_explainedIntensity","Sirius_medianMassErrorFragmentPeaks.ppm.","Sirius_medianAbsoluteMassErrorFragmentPeaks.ppm.","Sirius_massErrorPrecursor.ppm.","Sirius_lipidClass","Sirius_ionMass","Sirius_structurePerIdRank","Sirius_Structure_ConfidenceScoreExact","Sirius_Structure_ConfidenceScoreApproximate","Sirius_CSI.FingerIDScore","Sirius_ZodiacScore.y","Sirius_SiriusScoreNormalized.y","Sirius_SiriusScore.y","Sirius_InChI","Sirius_name","Sirius_smiles","Sirius_pubchemids","Sirius_xlogp","Sirius_dbflags"
"4586","Feature_14924","Feature_14924_CMMC_sulfathiazole_FBMN_Sulfachloropyridazine_SIRIUS_C10H9ClN4O2S",14924,285.021286147804,4.3450937,284.01396,"[M+H]+",325,362,"14860;14924;15025;17297",50,"Sulfachloropyridazine","C10H10ClN4O2S+","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","","","","","","","Oligopeptides","Pyridine alkaloids","Alkaloids",0.218,0.024,0.009,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Pyridazines and derivatives; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Aryl chlorides; Sulfonyls; Diazines; Organochlorides; Organosulfonamides; Aminobenzenesulfonamides; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Aryl halides; Aminosulfonyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Benzenoids",0.995,"Benzene and substituted derivatives",0.994,"Benzenesulfonamides",0.988,"Aminobenzenesulfonamides",0.817,"Aminobenzenesulfonamides",0.817,NA,NA,NA,"",4,"CCMSLIB00013045801","MSNLIB-POSITIVE.mgf",0.983595,76318500,0,1.07071,8,0.000305176,285.021,1,1,"ESI","Orbitrap","Commercial","[M+H]+",285.021,284.013,1,"N/A","N/A","InChI=1S/C10H9ClN4O2S/c11-9-5-6-10(14-13-9)15-18(16,17)8-3-1-7(12)2-4-8/h1-6H,12H2,(H,14,15)",1,"Positive","MSNLIB-POSITIVE",285.021,"UPDATE-SINGLE-ANNOTATED-GOLD","Gold","","C10H9ClN4O2S","XOXHILFPRYWFOD-UHFFFAOYSA-N","XOXHILFPRYWFOD","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013045801","mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000207308",285.021,0.969177,7,29.0003,"sulfathiazole","Drug","nan","nan","nan","nan","nan",NA,"nan","nan","nan","nan","Drug","Mechanism of action: dihydropteroate synthase inhibitor. Therapeutic indication: gram-negative bacterial infections|gram-positive bacterial infections.","nan","nan","nan","nan","nan","Mechanism of action and therapeutic indication were retrieved from the drug library referenced.","4b84a5da5a664659a8db2a3ec14abe12-d70f0cc7-bdb1-464d-8bdb-d2a72377c2e6",1,"C10H9ClN4O2S","[M + H]+",0.994,0.999,45.162,37.179,7.983,14,0.991,2.329,2.329,1.892,"",285.021,1,0.536,0.536,-32.35,0.994,0.999,45.162,"InChI=1S/C10H9ClN4O2S/c11-9-5-6-10(14-13-9)15-18(16,17)8-3-1-7(12)2-4-8/h1-6H,12H2,(H,14,15)","4-amino-N-(6-chloropyridazin-3-yl)benzene-1-sulfonamide","C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl","129318220;71752260;6634",1.666,137698220142
