"","Feature","mz","RT","Corr_ID","annotation.network.number","auto.MS2.verify","best.ion","CMMC_database_id","CMMC_input_activity","CMMC_input_biosynthesis_description","CMMC_input_biosynthesis_genes","CMMC_input_biosynthesis_mibig","CMMC_input_comment","CMMC_input_concentration_activity","CMMC_input_concentration_phenotype","CMMC_input_microbe_DNARNA","CMMC_input_microbe_name","CMMC_input_microbe_ncbi","CMMC_input_microbial_community","CMMC_input_microbial_community_description","CMMC_input_molecule_origin","CMMC_input_name","CMMC_input_original_molecule_name","CMMC_input_original_molecule_structure","CMMC_input_phenotype_associated","CMMC_input_phenotype_direction","CMMC_input_references","CMMC_input_source","CMMC_LibrarySpectrumID","CMMC_LibSearchSharedPeaks","CMMC_MQScore","CMMC_NPClassifier_class","CMMC_NPClassifier_pathway","CMMC_NPClassifier_superclass","CMMC_ParentMassDiff","CMMC_prec_mz","Combined_Name","correlation.group.ID","FBMN_Adduct","FBMN_CAS_Number","FBMN_Charge","FBMN_class","FBMN_cluster","FBMN_Compound_Name","FBMN_Compound_Source","FBMN_ExactMass","FBMN_INCHI","FBMN_InChIKey","FBMN_InChIKey.Planar","FBMN_Instrument","FBMN_Ion_Source","FBMN_IonMode","FBMN_LibMZ","FBMN_Library_Class","FBMN_library_usi","FBMN_LibraryName","FBMN_LibraryQualityString","FBMN_MassDiff","FBMN_molecular_formula","FBMN_MQScore","FBMN_MZErrorPPM","FBMN_npclassifier_class","FBMN_npclassifier_pathway","FBMN_npclassifier_superclass","FBMN_NumberHits","FBMN_Organism","FBMN_Precursor_MZ","FBMN_Pubmed_ID","FBMN_RT_Query","FBMN_SharedPeaks","FBMN_SpecCharge","FBMN_SpecMZ","FBMN_SpectrumID","FBMN_subclass","FBMN_superclass","FBMN_tags","FBMN_TIC_Query","FBMN_UpdateWorkflowName","identified.by.n.","neutral.M.mass","partners","row.CCS","row.ion.mobility","row.ion.mobility.unit","row.m.z","row.retention.time","Scan","Sirius_adduct","Sirius_ClassyFire.all.classifications","Sirius_ClassyFire.class","Sirius_ClassyFire.class.Probability","Sirius_ClassyFire.level.5","Sirius_ClassyFire.level.5.Probability","Sirius_ClassyFire.most.specific.class","Sirius_ClassyFire.most.specific.class.Probability","Sirius_ClassyFire.subclass","Sirius_ClassyFire.subclass.Probability","Sirius_ClassyFire.superclass","Sirius_ClassyFire.superclass.probability","Sirius_CSI.FingerIDScore","Sirius_dbflags","Sirius_explainedIntensity","Sirius_formulaRank","Sirius_InChI","Sirius_ionMass","Sirius_IsotopeScore","Sirius_lipidClass","Sirius_massErrorPrecursor.ppm.","Sirius_medianAbsoluteMassErrorFragmentPeaks.ppm.","Sirius_medianMassErrorFragmentPeaks.ppm.","Sirius_molecularFormula","Sirius_name","Sirius_NPC.class","Sirius_NPC.class.Probability","Sirius_NPC.pathway","Sirius_NPC.pathway.Probability","Sirius_NPC.superclass","Sirius_NPC.superclass.Probability","Sirius_numExplainedPeaks","Sirius_precursorFormula","Sirius_pubchemids","Sirius_SiriusScore.x","Sirius_SiriusScore.y","Sirius_SiriusScoreNormalized.x","Sirius_SiriusScoreNormalized.y","Sirius_smiles","Sirius_Structure_ConfidenceScoreApproximate","Sirius_Structure_ConfidenceScoreExact","Sirius_structurePerIdRank","Sirius_TreeScore","Sirius_xlogp","Sirius_ZodiacScore.x","Sirius_ZodiacScore.y","sirius_flag","fbmn_flag"
"1","Feature_418",286.958784751893,0.5690867,67,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feature_418_SIRIUS_C11H4O7",67,NA,NA,NA,NA,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,286.958784751893,0.5690867,418,"[M + K]+","Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Phenols; Coumarins and derivatives; Ellagic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Hydrolyzable tannins; Isocoumarins and derivatives; Polyols; Benzenoids; 7,8-dihydroxycoumarins; Hydroxycoumarins; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities","Tannins",0.378,"",NA,"Hydrolyzable tannins",0.573,"Hydrolyzable tannins",0.573,"Phenylpropanoids and polyketides",0.419,NA,NA,0.738,1,NA,286.959,0,"",-0.281,2.494,-0.739,"C11H4O7",NA,"Gallotannins",0.519,"Shikimates and Phenylpropanoids",0.942,"Phenolic acids (C6-C1)",0.647,11,"C11H4KO7+",NA,76.401,NA,0.995,NA,NA,NA,NA,NA,76.401,NA,0.999,NA,FALSE,FALSE
"2","Feature_1746",500.104413280979,0.8822891,89,85,"","[M+NH4]+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feature_1746_FBMN_Pedunculagin_SIRIUS_C20H18O14",89,"M+H","7045-42-3",1,"Tannins",320,"Pedunculagin","Isolated",784.55,"InChI=1S/C34H24O22/c35-5-16-30(56-34(52)10-4-14(39)24(44)28(48)20(10)18-8(32(50)54-16)2-12(37)22(42)26(18)46)29-15(40)6-53-31(49)7-1-11(36)21(41)25(45)17(7)19-9(33(51)55-29)3-13(38)23(43)27(19)47/h1-5,15-16,29-30,36-48H,6H2","KHMBJGKOFANMAO-UHFFFAOYSA-N","KHMBJGKOFANMAO","Orbitrap","ESI","Positive",785.082,1,"mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013639196","WINE-DB-ORBITRAP.mgf","Gold",284.978,"C34H24O22",0.923153,362991,"Gallotannins","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)",1,"WINE-DB-ORBITRAP",785.082,"N/A",0,12,1,500.104,"CCMSLIB00013639196","Hydrolyzable tannins","Phenylpropanoids and polyketides","",53601000,"UPDATE-SINGLE-ANNOTATED-GOLD",3,482.07048,"1746;1933;1751",NA,NA,NA,500.104413280979,0.8822891,1746,"[M + H3N + H]+","Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Coumarins and derivatives; Benzoic acids and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Monosaccharides; Secondary alcohols; Hydrolyzable tannins; Isocoumarins and derivatives; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; 7,8-dihydroxycoumarins; Hydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Galloyl esters; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities","Tannins",0.999,"",NA,"Hydrolyzable tannins",0.999,"Hydrolyzable tannins",0.999,"Phenylpropanoids and polyketides",0.983,-90.564,808452098,0.983,1,"InChI=1S/C20H18O14/c21-6-1-4-9(14(26)11(6)23)10-5(2-7(22)12(24)15(10)27)19(30)34-17-13(25)8(3-32-18(4)29)33-20(31)16(17)28/h1-2,8,13,16-17,20-28,31H,3H2",500.104,6.176,"",1.858,2.065,2.065,"C20H18O14","6,7,8,11,12,13,21,22,23-nonahydroxy-2,17,20-trioxatetracyclo[17.3.1.0⁴,⁹.0¹⁰,¹⁵]tricosa-4(9),5,7,10,12,14-hexaene-3,16-dione","Gallotannins",1,"Shikimates and Phenylpropanoids",1,"Phenolic acids (C6-C1)",0.999,15,"C20H22NO14+","163019720;14284670",39.167,39.167,0.008,0.008,"C1C2C(C(C(C(O2)O)O)OC(=O)C3=CC(=C(C(=C3C4=C(C(=C(C=C4C(=O)O1)O)O)O)O)O)O)O",0.339,0.145,1,32.991,-1.1,0.999,0.999,FALSE,FALSE
"3","Feature_1751",465.067232770498,0.88673425,89,85,"MS/MS verified: nloss","[M-H2O+H]+","2e55c95e113d4dc7a2e370104759b582-d1a565de-9840-4dc4-ab04-71c181dbedb5","nan","nan","nan","nan","Compound detected at least 3 times in microbial monocultures in microbeMASST and not detected in human cell lines. Smiles depicts a general structure. Isomers are possible.","nan","nan",NA,"Streptomyces;Bacteria;Bacillus cereus;Bacillus amyloliquefaciens;Escherichia coli;Fungi;Streptomyces viridochromogenes;Pseudomonas baetica;Maribacter dokdonensis;Streptomyces albus subsp. albus DSM 41398;Streptomyces albus J1074;Pseudomonas chlororaphis;Pseudomonas putida;Polaribacter porphyrae;Pseudomonas fluorescens;Pseudovibrio ascidiaceicola;Lentibacter algarum;Peribacillus simplex;Pseudomonas frederiksbergensis;Rahnella aquatilis CIP 78.65 = ATCC 33071","1883;2;1396;1390;562;4751;1938;674054;320912;1081613;457425;587753;303;1137780;294;285279;576131;1478;104087;745277",NA,"nan","Unknown/Undefined","2,4-dimethyl-benzoic-acid_D(+)-galactose","nan","nan","nan","nan","nan","Microbial","mzspec:GNPS2:TASK-6df7539589d3439fae07a3331d1c5567-inputspectra/ms2_all.mgf:scan:91670",5,0.702864,"Simple phenolic acids","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)",169.95,465.067,"Feature_1751_CMMC_2,4-dimethyl-benzoic-acid_D(+)-galactose_FBMN_Pedunculagin_SIRIUS_C20H18O14",89,"M+H","7045-42-3",1,"Tannins",320,"Pedunculagin","Isolated",784.55,"InChI=1S/C34H24O22/c35-5-16-30(56-34(52)10-4-14(39)24(44)28(48)20(10)18-8(32(50)54-16)2-12(37)22(42)26(18)46)29-15(40)6-53-31(49)7-1-11(36)21(41)25(45)17(7)19-9(33(51)55-29)3-13(38)23(43)27(19)47/h1-5,15-16,29-30,36-48H,6H2","KHMBJGKOFANMAO-UHFFFAOYSA-N","KHMBJGKOFANMAO","Orbitrap","ESI","Positive",785.082,1,"mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013639196","WINE-DB-ORBITRAP.mgf","Gold",320.015,"C34H24O22",0.880869,407620,"Gallotannins","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)",1,"WINE-DB-ORBITRAP",785.082,"N/A",0,11,1,465.067,"CCMSLIB00013639196","Hydrolyzable tannins","Phenylpropanoids and polyketides","",6637160,"UPDATE-SINGLE-ANNOTATED-GOLD",2,482.07048,"1746;1751",NA,NA,NA,465.067232770498,0.88673425,1751,"[M - H2O + H]+","Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Coumarins and derivatives; Benzoic acids and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Monosaccharides; Secondary alcohols; Hydrolyzable tannins; Isocoumarins and derivatives; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; 7,8-dihydroxycoumarins; Hydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities","Tannins",0.999,"",NA,"Hydrolyzable tannins",0.998,"Hydrolyzable tannins",0.998,"Phenylpropanoids and polyketides",0.99,-91.981,271581186,0.978,1,"InChI=1S/C20H18O14/c21-6-1-4-9(13(25)11(6)23)10-5(2-7(22)12(24)14(10)26)19(30)34-17-8(3-32-18(4)29)33-20(31)16(28)15(17)27/h1-2,8,15-17,20-28,31H,3H2",465.067,5.548,"",-38724.942,2.077,2.077,"C20H18O14","3,4,5,11,12,13,21,22,23-nonahydroxy-9,14,17-trioxatetracyclo[17.4.0.0²,⁷.0¹⁰,¹⁵]tricosa-1(23),2(7),3,5,19,21-hexaene-8,18-dione","Gallotannins",1,"Shikimates and Phenylpropanoids",1,"Phenolic acids (C6-C1)",0.999,30,"C20H17O13+","14035456;14035457;14035459;89821921;123439354",104.238,104.238,1,1,"C1C2C(C(C(C(O2)O)O)O)OC(=O)C3=CC(=C(C(=C3C4=C(C(=C(C=C4C(=O)O1)O)O)O)O)O)O",0.171,0.13,1,98.689,-1.1,1,1,FALSE,FALSE
"4","Feature_1850",514.083602710772,0.9854353,72,105,"","[M+NH4]+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feature_1850_SIRIUS_C20H16O15",72,NA,NA,NA,NA,1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,496.04968,"3658;1850;3958",NA,NA,NA,514.083602710772,0.9854353,1850,"[M + H3N + H]+","Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Coumarins and derivatives; Benzoic acids and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Monosaccharides; Acetals; Secondary alcohols; Hydrolyzable tannins; Isocoumarins and derivatives; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities","Tannins",0.924,"",NA,"Hydrolyzable tannins",0.923,"Hydrolyzable tannins",0.923,"Phenylpropanoids and polyketides",0.818,-318.207,268435456,0.977,1,"InChI=1S/C20H16O15/c21-7-1-5(2-8(22)11(7)25)18(30)34-15-13(27)14(33-20(15)32)16(17(28)29)35-19(31)6-3-9(23)12(26)10(24)4-6/h1-4,13-16,21-27H,(H,28,29)",514.084,0.714,"",1.662,2.169,2.169,"C20H16O15","","Gallotannins",0.908,"Shikimates and Phenylpropanoids",0.992,"Phenolic acids (C6-C1)",0.898,31,"C20H20NO15+","",89.088,89.088,0.864,0.864,"C1=C(C=C(C(=C1O)O)O)C(=O)OC2C(C(OC2=O)C(C(=O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)O",-Inf,-Inf,1,88.374,-0.864,1,1,FALSE,FALSE
"5","Feature_1873",802.109922355939,0.88922375,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feature_1873_SIRIUS_C36H24F3N3O14",NA,NA,NA,NA,NA,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,802.109922355939,0.88922375,1873,"[M + Na]+","Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Coumarins and derivatives; Benzoic acids and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Organofluorides; Hydrolyzable tannins; Isocoumarins and derivatives; Benzene and substituted derivatives; Polyols; Benzenoids; Diarylethers; 7,8-dihydroxycoumarins; Aryl halides; Hydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; Chemical entities","Tannins",0.963,"",NA,"Hydrolyzable tannins",0.961,"Hydrolyzable tannins",0.961,"Phenylpropanoids and polyketides",0.918,NA,NA,0.985,1,NA,802.11,8.899,"",-0.421,7.369,7.369,"C36H24F3N3O14",NA,"Gallotannins",0.96,"Shikimates and Phenylpropanoids",0.995,"Phenolic acids (C6-C1)",0.97,47,"C36H24F3N3NaO14+",NA,79.42,NA,0.598,NA,NA,NA,NA,NA,70.522,NA,0.257,NA,FALSE,FALSE
"6","Feature_1929",335.039613501762,0.7070123,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feature_1929_SIRIUS_C15H10O9",NA,NA,NA,NA,NA,1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,335.039613501762,0.7070123,1929,"[M + H]+","Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Anisoles; Coumarins and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Hydrolyzable tannins; Isocoumarins and derivatives; Polyols; Phenol ethers; Benzenoids; 7,8-dihydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities","Tannins",0.726,"",NA,"Hydrolyzable tannins",0.792,"Hydrolyzable tannins",0.792,"Phenylpropanoids and polyketides",0.738,-112.761,2,0.806,1,"InChI=1S/C15H10O9/c1-23-14(21)6-2-5-4-3-7(16)10(18)11(19)8(4)15(22)24-13(5)12(20)9(6)17/h2-3,16-20H,1H3",335.04,0,"",-0.443,3.99,3.415,"C15H10O9","3,4,7,8,9-Pentahydroxy-6-oxo-6H-dibenzo[b,d]pyran-2-carboxylic acid methyl ester","Gallotannins",0.199,"Shikimates and Phenylpropanoids",0.927,"Coumarins",0.345,22,"C15H11O9+","101246594",82.636,82.636,0.997,0.997,"COC(=O)C1=C(C(=C2C(=C1)C3=CC(=C(C(=C3C(=O)O2)O)O)O)O)O",0.607,0.607,1,82.636,2.2,0.999,0.999,FALSE,FALSE
"7","Feature_1933",483.077602476807,0.8791801,89,85,"","[M+H]+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feature_1933_FBMN_Pedunculagin_SIRIUS_C20H18O14",89,"M+H","7045-42-3",1,"Tannins",320,"Pedunculagin","Isolated",784.55,"InChI=1S/C34H24O22/c35-5-16-30(56-34(52)10-4-14(39)24(44)28(48)20(10)18-8(32(50)54-16)2-12(37)22(42)26(18)46)29-15(40)6-53-31(49)7-1-11(36)21(41)25(45)17(7)19-9(33(51)55-29)3-13(38)23(43)27(19)47/h1-5,15-16,29-30,36-48H,6H2","KHMBJGKOFANMAO-UHFFFAOYSA-N","KHMBJGKOFANMAO","Orbitrap","ESI","Positive",785.082,1,"mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013639196","WINE-DB-ORBITRAP.mgf","Gold",302.004,"C34H24O22",0.932568,384679,"Gallotannins","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)",1,"WINE-DB-ORBITRAP",785.082,"N/A",0,10,1,483.078,"CCMSLIB00013639196","Hydrolyzable tannins","Phenylpropanoids and polyketides","",13116900,"UPDATE-SINGLE-ANNOTATED-GOLD",2,482.07048,"1746;1933",NA,NA,NA,483.077602476807,0.8791801,1933,"[M + H]+","Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Coumarins and derivatives; Benzoic acids and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Monosaccharides; Secondary alcohols; Hydrolyzable tannins; Isocoumarins and derivatives; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; 7,8-dihydroxycoumarins; Hydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities","Tannins",0.999,"",NA,"Hydrolyzable tannins",0.999,"Hydrolyzable tannins",0.999,"Phenylpropanoids and polyketides",0.985,-95.59,808452098,0.99,1,"InChI=1S/C20H18O14/c21-6-1-4-9(14(26)11(6)23)10-5(2-7(22)12(24)15(10)27)19(30)34-17-13(25)8(3-32-18(4)29)33-20(31)16(17)28/h1-2,8,13,16-17,20-28,31H,3H2",483.078,6.099,"",1.383,1.862,1.862,"C20H18O14","6,7,8,11,12,13,21,22,23-nonahydroxy-2,17,20-trioxatetracyclo[17.3.1.0⁴,⁹.0¹⁰,¹⁵]tricosa-4(9),5,7,10,12,14-hexaene-3,16-dione","Gallotannins",1,"Shikimates and Phenylpropanoids",1,"Phenolic acids (C6-C1)",0.999,16,"C20H19O14+","163019720;14284670",60.793,60.793,1,1,"C1C2C(C(C(C(O2)O)O)OC(=O)C3=CC(=C(C(=C3C4=C(C(=C(C=C4C(=O)O1)O)O)O)O)O)O)O",0.313,0.096,1,54.694,-1.1,1,1,FALSE,FALSE
"8","Feature_2427",427.03065284601,1.3908406,NA,NA,"","","c0fbfdf61b28442dadd0b3ef159ef01a-ddc46746-eb66-443b-8b4e-fbd3f49dff60","nan","nan","nan","nan","Biomarker based on literature search for: (Pecan nuts); Found in foodMASST for: (orange bell pepper, mango, kombucha, orange leaf, rose, cranberry, tomato, milk Oolong, strawberry, crystal hops, salami, cacoa, olive, curly leaf lettuce, honey, persian cucumber, green pepper, white wine, carrot, cloves, cabernet sauvignon, vegetable/herb, fuyu persimmon, jalapeno pepper, quince, cassis, red bell pepper, raspberry, chili pepper, berry, apple, White tea, thai pepper, cilantro, basil, Black tea, blenham apricot, herb/spice, carrot greens, IPA, cowpea, merlot, red, red grape, pepper, grain_fermented, black bean, styrian golding hops, strawberry jam,walnut, walnut, red guava, zuchini blossom, lemon guava, caper, rhubarb, zinfindel, cherry tomato, wonderberry, green bean, yerba mate, apricot, fruit, animal, cucumber, meat, green bell pepper, Matcha tea, plant, quinoa, apple_cider, barley, red raspberry, pomegranate, syrah, petit sirah, duck, yellow squash, Rooibos, hazelnut, tea/infusion, green chili pepper, sweet potato leaf, pinot noir, Pu'er tea, guada hervida, blueberry, nasturtium flower, pecan, cauliflower, orange, coconut, red onion, yeast, sumac, bean, cabbage, barlett pear, cashew, marigold, avocado, shishito pepper, winter onion, complex, Oolong tea, blue cheese, adzuki bean, cherry, red wine, Green tea, green grape, grain/grass, romaine lettuce, thyme, smoked paprika, onion, fleshy fruit, pear, morel, strawberry guava, forbidden rice, steak, grasshopper, green fennel, oregano, jicama, ice cream, chicken, pork, salmon, fava bean, zucchini, tea, blackberry, port, grape, black mission fig, sweet potato, lettuce, bay leaf, honey_clover, heirloom lettuce, purple lettuce, white onion)","nan","nan",NA,"Micrococcus luteus","1270",NA,"nan","Diet; Microbial metabolism of food molecules","Ellagic Acid","Ellagitannin","CC(=O)C[C@]1(C(=O)C=C2[C@H]3[C@@]1(OC4=C3C(=CC(=C4O)O)C(=O)O[C@@H]5[C@H]6COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O[C@@H]5[C@H]([C@@H](O6)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC2=O)O)O)O)O)O)O)O)O","nan","nan","37051367","Diet; Microbial","mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006370128",9,0.761192,"Gallotannins","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)",124.021,427.031,"Feature_2427_CMMC_Ellagic Acid_FBMN_cinoxacin CollisionEnergy:102040_SIRIUS_C20H10O11",NA,"M+H","N/A",1,"N/A",-1,"cinoxacin CollisionEnergy:102040","Commercial",0,"""InChI=1S/C12H10N2O5/c1-2-14-7-4-9-8(18-5-19-9)3-6(7)11(15)10(13-14)12(16)17/h3-4H,2,5H2,1H3,(H,16,17)""","VDUWPHTZYNWKRN-UHFFFAOYSA-N","VDUWPHTZYNWKRN","Orbitrap","LC-ESI","Positive",263.066,3,"mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010112678","BERKELEY-LAB.mgf","Bronze",163.965,"C12H10N2O5",0.720905,623283,"Acridone alkaloids","Alkaloids","Anthranilic acid alkaloids",1,"BERKELEY-LAB",263.066,"N/A",0,5,1,427.031,"CCMSLIB00010112678","N/A","N/A","",118519,"UPDATE-SINGLE-ANNOTATED-BRONZE",NA,NA,"",NA,NA,NA,427.03065284601,1.3908406,2427,"[M + H]+","Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ellagic acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Benzene and substituted derivatives; Polyols; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities","Ellagic acids and derivatives",0.534,"",NA,"Ellagic acids and derivatives",0.534,"",NA,"Benzenoids",0.991,-113.177,271581266,0.95,1,"InChI=1S/C20H10O11/c21-7-1-2-9(15(25)13(7)23)29-10-4-6-12-11-5(19(27)31-18(12)16(10)26)3-8(22)14(24)17(11)30-20(6)28/h1-4,21-26H",427.031,3.565,"",2.488,3.273,3.273,"C20H10O11","Eschweilenol A","Flavonols",0.325,"Shikimates and Phenylpropanoids",0.959,"Flavonoids",0.504,12,"C20H11O11+","10410181",46.207,46.207,0.997,0.997,"C1=CC(=C(C(=C1O)O)O)OC2=C(C3=C4C(=C2)C(=O)OC5=C4C(=CC(=C5O)O)C(=O)O3)O",-Inf,-Inf,1,42.642,1.9,1,1,FALSE,FALSE
