Feature ID,Domain,Phylum,Class,Order,Family,Genus,species
ffb33882941159e894a06b7eb78532fe,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Silene_dioica
e580fb98b5e6c3fbd501d3bbe4259e3a,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium
8b3790b21bd385857999b8ed4af28e45,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,Calothrix_KVSF5,uncultured_bacterium
5fa9fae5adb7d04f6eafb186c32d49de,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Lecanora_strobilina
c0517c7c1944746514f950047044c1ab,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_sp.
8d9f334c06a30c6036fdde35a4c0df94,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
5efb182b9d0acb4ede67f48ac51a54cb,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Unassigned,Unassigned
e2b8423af47eff641b63edd620d2f699,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
13fb597f26667383d9af922f66759cdc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Unassigned
67804521f0f8c48a2feec43839c29cb4,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Prasiolopsis_sp.
61c3333c23c4970147f43bfc751e60ee,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
0ce4ec54273941d26cb907c5c9c6d945,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
5c8e0403dd45175bd327d182c371a491,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unassigned,Unassigned
31b2bc3e7863076fd81cf5fd0a43e18e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Unassigned,Unassigned
dfe18dabc9b4321e0bb15e6152cdf2b0,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,Calothrix_KVSF5,uncultured_bacterium
0ef5f3a1b97c90a63f3cd9084bc7c3d6,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Unassigned
167b7b1138ca5bb15005c516f62ef2ec,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned
10dc0811cf67e561ad0097a92ebc6914,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,uncultured,uncultured_cyanobacterium
95212d298113d275405121d5d8e7b00c,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Vischeria_sp.
3b81998d89c6a0371ede35c5d7146472,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,uncultured_bacterium
d65c255448756ecb09b4697d86fdd020,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned
814e9fbcf10cc27f60c5a8699cd23c5c,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Gemmata_sp.
73b910ac73296d7e4812540979437665,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured_bacterium
918d87935ba40cb3b9a31aabdd00ba02,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Unassigned,Unassigned
28c60604801f5625d45bb5950254a18e,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,uncultured,Unassigned
3e01b0a6555a217ba2dbdc0ff727aabc,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
1652b79425a243ab5f1ecdff9294aff5,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,Unassigned
1ba6254eab38043e3846f084eaef5b41,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
9b5f2003d2db74ec00c3f9c74eb0c3e8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,uncultured_bacterium
a2a460394c97bad0631cf57bbe1ab8e7,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,Unassigned
a29f41d711eed4a7d0fc75556839706a,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,Unassigned
14c428882ecf423e1cc18d6fc2f7126d,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
e898620b82d3ae5814a1888c8888639a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
73373d2d94551b3c53c3e01b6a02aeb3,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unassigned
ded0a6e82bcef3a1ea9ffd8dc6f1d8c6,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,Unassigned
4c66d872d8f3783a9c4d578fb2545872,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Prasiolopsis_sp.
5815644b726b481693fd93a9040a2f25,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,metagenome
befd5fc271450d6689cb4199e5019357,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Monoraphidium_neglectum
1c2081ba6182497ed3942fb5deb235e4,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Unassigned
c50b8e61d1522b657734463426662b5d,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured_bacterium
1aa45332969575442e0a457ef371669d,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Unassigned
cca06e2efc4654cf1c5650feee28f8a8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,Phreatobacter_sp.
f0422912eecd4677affb5340f412990d,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Lecanora_strobilina
7092928ece07816cb3a547da0c69a254,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
00cdc7e7e224ea3c39aa99681ce64431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unassigned
406ee0577d84e778372ca01e5228f885,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,uncultured_Alphaproteobacteria
8e175abe6a746b8f33bae9cd7c8192bb,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Unassigned
571caff85904d8c4238bcc2c4c44d644,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,uncultured,uncultured_bacterium
7f1a18b9ab3ed3eec52b90536bd614e0,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Unassigned
bf3a1a4c1b84ea31505d1050de6beab1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloligellaceae,uncultured_bacterium
3b2924f3a687660ca10f58f1f12d86e4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,Unassigned
ed7118b99212b4b84bde17d76459bb02,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,Unassigned
98c33dc4b0b226e9a269dc7a804035c1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Hydrotalea,Hydrotalea_sandarakina
d4e0aab0d4256c6f4c0d8fd6990f7c51,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned
acfd660a997999993c295f121d5d8bff,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_Sphaerobacter
c4f19234f876ce160045f86271dc6232,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Unassigned,Unassigned
b05e5fdce9d1c40bb22414c1431ea80a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,metagenome
2c21592f097d245bd353899b16ee9696,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured_bacterium
eac7bb08e1442899e994f40ddb0f4c20,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Marmoricola_sp.
00fa000d2cfe6b468080198608744524,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Unassigned
59a404b72a503b9ab429fd5695a0c310,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured_Chitinophagaceae
52f626275d6df4271fc858221efe9988,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus,uncultured_bacterium
f0e3f2a4dff0433f425c142d916feebf,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,Pseudogracilibacillus_auburnensis
f4d148e3bb4431988af3d3273c802a0b,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,Unassigned
f22b4868ef9392907c828fc09ed2f0b2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned
6db5b7684e2e7c2b7db12a3745bb048b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_limi
54203df0198187a66da80da74d02d18d,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Unassigned
303707ebecf381b8bc1c7c6d3368d20b,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,metagenome
829ee8a0adb1727f6e14ca409d68b966,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
eed4445c6828c17a10169e46afa6fa5c,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned
678fb01da075bf5aa5d0deac6f4623cc,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unassigned
0db58ce1f7ccf7f9cfe9011d9ad5f0a6,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil
824cf20ee605d76910cb36e15a4b7868,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus,Unassigned
4b005828a1cb2add3f80a8d6f4d87519,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned
3d141a31f0774d5220f1701ad5f037c1,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Unassigned,Unassigned
9e3c5431b5c90e4eaff48ce80b11383e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Sarocladium_implicatum
b0837a3f6c4032b918842871fcf22591,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Unassigned
08a6fed4eb402b6b303425a34496df46,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_limi
89e8f050be302b3f857d15b2e106e602,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Unassigned
9fcfcb539b007ab6f5ed1c12674fb93b,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Unassigned
fd1098cd571337c869bc804919b0f630,Bacteria,Firmicutes,Bacilli,Bacillales,Unassigned,Unassigned,Unassigned
362153e5b9f18ef3ea60317d9d161239,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium
e1a9430f9c3611fc149a9f8e65bf5259,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,Unassigned
6626f9c2e3859382d416f81cb71595bb,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus,Unassigned
47b6f0ce1d401b49eccd64dfcc4df531,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Xylochloris_irregularis
386cccd88b1c36cb8246efb2bfffde20,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Rhynchosporium_secalis
45c64ba772cfe230fbb8e3fa016fb8cc,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,Unassigned
a170a7edcc7c696078eadb2483ce58bb,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
374b724806294b861c4ed5cfb74e2f31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned
4ad293f56fd0b3b943faf27b15572cad,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unassigned
72a92aec455db02b81b177cd9bb6ca29,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Myrmecia_israeliensis
f2691e65001fcf77f31d84ad40e6328f,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured_bacterium
0ed82bed84de7c737439d2658891e5e2,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Unassigned
bec7e35c109fb92e0dd4a5068673f9bb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned
e4244dfca562f3cc66dfcfcf4cfde36f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
fdd33a5b090f2d0471673ad8a5636297,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Laceyella,Unassigned
50ee79daf42fe2ce17aee02ea25fe4ed,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
f1236f4f3ba0f4a4538e99ead7bb9f40,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured_bacterium
d7c175c5b206160e3c14ffd3ae2019d7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Unassigned
00205028faf87604dfd316f9b965e25f,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,uncultured_bacterium
ee329169e46997aa38b54913a333cbcb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,uncultured_bacterium
86499c072ecdaddf6d533b4d4571b51a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned
27d4944f3ff782443a5b8be18619e7b8,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned
a984770b3f1a624ed8077c78798c3d9d,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured_bacterium
f8ec009ea7d958c2429fc4d8931f6c25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12,uncultured_bacterium
3c21678376f6b2dde2acfe7ef4fe86c2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Rhynchosporium_secalis
d665b88719adc6b05ccc541f423c7663,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
21695523d5fde86e331942ca2aa84b5b,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
b09d5993cd67b541558dbed853b03dfa,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured,uncultured_bacterium
1b6a09fe4dd57beb02de6feda5dee9e3,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
4968157e27516b4b395db4ae64eee41d,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,uncultured_bacterium
912802646b23af619ccc76a49b439981,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unassigned
2c16378eb83fb581fa19dc7850ef14e4,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned
9b09cec809ced78b237729c513ddabac,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,uncultured_actinobacterium
c77e5fdc82fa358d813c4276d2f795b0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unassigned
480d0b0b34492332984c1721bd462297,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
fc21fe7f3dd3b74e196bc4d66364e4df,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Botryosphaeria_dothidea
5b3931b12e1d1cc6c7b580e2eaddfa2d,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Unassigned
0d6bb2f2a1cb29ad755b9e54a5f9e48d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,Unassigned
113381e3893ed86fffe77e3fce5dd07f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,uncultured,Unassigned
066745e32b73c7628ef7b4f109484bbc,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,uncultured_bacterium
5a7b179b1b45f0fe2282f260bf073f60,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Unassigned
31e4f50395ab55f58cab672d0d7b57a7,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,Unassigned
d6934515bf09caa5a2bd23a998bee553,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
9271a528475724613e7bacd917dded27,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Jatrophihabitans_sp.
b6777eda2f2c4d8e7c104089572735e9,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermobacteriaceae,Methanothermobacter,Unassigned
667056e7769500e21052bd12d4ffde76,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Unassigned
8425d4cf5f4dc882ae2abe971230a45c,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Unassigned
4a1d3785f3440d622ae28c02c04b7729,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Unassigned
a16ab965f2a8f07cc6ee10b718720789,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,uncultured,uncultured_bacterium
5ae195c8007b0cbbb6d2010b797083ba,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces,uncultured_bacterium
ea1c353eb7ff5e1ff8cdebe4e17be2c2,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,Unassigned
1f491443692d9a0326aca262e11709ef,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,uncultured_bacterium
32d0b229848093d86e4559e6d03a0690,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned
44780ce9b4aaaa3d04d582c7ce4739c9,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Prasiolopsis_sp.
e4db14e44f5db7ff17a982b4d39d363f,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,uncultured_bacterium
232dbd5715d1bea5e78cdd5eac11aabe,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Unassigned,Unassigned,Unassigned
41e6c0b55654af1d5cd503359fb77d18,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Unassigned
c55da16f7bb7e9f858929286c9a8bffd,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_xanthomarina
1b43d527f6a044128c01d64c61249efd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned
3c23f53610f71c681d43b0e584cee349,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,Aquihabitans_daechungensis
abe4546ada79d04e094fa1e005a76d71,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Unassigned
294258f32408213aae352e5019b09938,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,Unassigned
1e0e23d0b2d3040784ca3bb103abf809,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured_bacterium
ef082017c0bfefb9dcf9ac41e878ea1c,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Unassigned
42213576437cc634dcf899e7469072ff,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,uncultured_Methylocella
731d2c7d2b54694082957d78644d18d7,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
5b65c43d2a48254c06340d1a2c24c33c,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Candidatus_Nostocoida,uncultured_bacterium
b74bc27c66c5c288f53e3e60f45b2a2f,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter,uncultured_bacterium
922d33a2963d3e87a3d4df6b82371235,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Unassigned
cfb24c073acbc5960a138704b4fd1e9f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
3022aecd3cf0ed1b4e11f5f364b31690,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Unassigned
2873443b1e5bd4369b16812152555323,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unassigned,Unassigned
6f0bf7ad6715bf79b70f0beb65d28b43,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Unassigned
c3e61d082fff419660280b66479f4b91,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Prasiolopsis_sp.
c37a993fbdf345ae69a83c35e5fe3b3e,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Unassigned
a9204b25bbbe349dd4c65dadb00c9ad4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Unassigned
d44652cd51d9254df47d08feaa91f4a3,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Unassigned
1208c046e85700eca980b903aac81330,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Unassigned
cff2ddac8afa48992ee94249da838061,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Unassigned
ea0775224cd8633d000ddb73403d26a8,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned
6f5d8974b5bf593494a462777e588825,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Monodopsis_sp.
917c58b7e53968273add4ef6dc0fbae8,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,uncultured_bacterium
8242d378e3680fee8a7d094f5a63b733,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
e449e2fcbe21a82e02ea309125487c00,Bacteria,Actinobacteriota,Acidimicrobiia,Unassigned,Unassigned,Unassigned,Unassigned
db7cd93dfbe1d47fe3e1633ede128b3c,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
cc761daf51f27c423da57f3f1f0ff5cc,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Unassigned
9580aa8a52ec18a4e92e701cdb595faa,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_perfringens
6d7383825af6eb6ab316572e098a6a43,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,Unassigned
a8550f206e6084d4964e10f58705caba,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Unassigned
2f98cd1d4ed3112ff2bceffb6408476f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured_bacterium
af09457ca82d1db1fe0a78e59c57ca2e,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Unassigned,Unassigned
8635b1db2f378da50367b0dddf0676ee,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome
4e036c9705c46b73356647009ea52ed1,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,Unassigned
0f46c35d6629feaffa5e8f4b256e255b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a_marine_group,Unassigned
a900b6678ce86851fb16bfafb87f3326,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,Unassigned
46aff2098fd4b41a97ca9e51430e85fc,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium
