,Domain,Phylum,Class,Order,Family,Genus,species,logFC,logCPM,PValue,FDR,Domain.1,Phylum.1,Class.1,Order.1,Family.1,Genus.1,species.1,Shape,Ord_Fam,Numb,FAM_ASV,Shape1,Treat
e09f13f193b7904630a9777d5428c247,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil,-2.542304058,7.858715346,6.80566141044706e-06,5.8690059482876e-05,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil,22,"Thermomicrobiales, JG30-KF-CM45","(2, 0)","Thermomicrobiales, JG30-KF-CM45, (2, 0)",21,Antibiotic Treated
052c78403ed431ccd2611bfbb4f51d4e,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil,-3.083852223,8.291886855,1.13600445213971e-08,1.43979958214374e-07,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_soil,22,"Thermomicrobiales, JG30-KF-CM45","(2, 0)","Thermomicrobiales, JG30-KF-CM45, (2, 0)",21,Antibiotic Treated
ee279c64d4b8ca7b8abd12858f46f0b7,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella,Unassigned,-2.668340805,7.330016272,7.31045467095175e-05,0.000518237,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella,Unassigned,22,"Cyanobacteriales, Chroococcidiopsaceae","(3, 0)","Cyanobacteriales, Chroococcidiopsaceae, (3, 0)",21,Antibiotic Treated
bdc7c3a509296c5ff09b6b58c8c4e057,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella,uncultured_bacterium,-3.055467675,7.822736417,1.16460373087772e-05,9.59794109240601e-05,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella,uncultured_bacterium,22,"Cyanobacteriales, Chroococcidiopsaceae","(3, 0)","Cyanobacteriales, Chroococcidiopsaceae, (3, 0)",21,Antibiotic Treated
7f8c9fdf6f64ea8e66926e50730035de,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,uncultured,uncultured_bacterium,-4.020477361,7.934516196,1.86527355106097e-08,2.29456077273898e-07,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,uncultured,uncultured_bacterium,22,"Cyanobacteriales, Chroococcidiopsaceae","(3, 0)","Cyanobacteriales, Chroococcidiopsaceae, (3, 0)",21,Antibiotic Treated
730a364f420288a95b9d6feb7ea3674c,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Unassigned,-2.844869113,7.090703366,5.51998478651004e-06,4.80986174366213e-05,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Unassigned,22,"Deinococcales, Trueperaceae","(1, 0)","Deinococcales, Trueperaceae, (1, 0)",21,Antibiotic Treated
1cb4a07d2a8445a375c71b766a0c3199,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_9,uncultured_bacterium,7.132676954,10.6842015,2.51285601010858e-14,5.75891521220774e-13,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_9,uncultured_bacterium,21,"Clostridiales, Clostridiaceae","(0, 2)","Clostridiales, Clostridiaceae, (0, 2)",22,Control
4e8d7a4662640b90817f015280cf5713,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Unassigned,4.048438867,16.51874768,1.61623574029506e-29,1.1756358232668e-27,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Unassigned,21,"Clostridiales, Clostridiaceae","(0, 2)","Clostridiales, Clostridiaceae, (0, 2)",22,Control
cd00cb8364a07ea30079c3a52993310b,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured_bacterium,7.141408206,10.98926351,8.60249999276546e-32,7.57472762520874e-30,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured_bacterium,21,"Erysipelotrichales, Erysipelotrichaceae","(0, 4)","Erysipelotrichales, Erysipelotrichaceae, (0, 4)",22,Control
72479755b8fabed331b16ec469fd162d,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured_bacterium,6.434855668,13.25047213,2.32489024772237e-19,8.10321121758234e-18,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured_bacterium,21,"Erysipelotrichales, Erysipelotrichaceae","(0, 4)","Erysipelotrichales, Erysipelotrichaceae, (0, 4)",22,Control
3a6df2ae36bcc952252f0b63bfa32f66,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured_bacterium,2.275868424,6.727026169,1.22214928894593e-05,9.92551340003179e-05,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,uncultured_bacterium,21,"Erysipelotrichales, Erysipelotrichaceae","(0, 4)","Erysipelotrichales, Erysipelotrichaceae, (0, 4)",22,Control
45ac6c8ff3e18bb22092ad67d15c46e8,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Breznakia,Breznakia_pachnodae,2.246526653,6.711845178,1.40659926381492e-05,0.000113683,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Breznakia,Breznakia_pachnodae,21,"Erysipelotrichales, Erysipelotrichaceae","(0, 4)","Erysipelotrichales, Erysipelotrichaceae, (0, 4)",22,Control
d48787d7198290d39a744b5115c70830,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Unassigned,Unassigned,7.01186862,10.56731833,9.69013494579918e-37,1.157971126023e-34,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Unassigned,Unassigned,21,"Lachnospirales, Lachnospiraceae","(0, 4)","Lachnospirales, Lachnospiraceae, (0, 4)",22,Control
86656d45148d74cc9bd0a4855c530d63,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Unassigned,Unassigned,4.120796934,7.957488214,3.38358475106078e-10,5.05422972189704e-09,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Unassigned,Unassigned,21,"Lachnospirales, Lachnospiraceae","(0, 4)","Lachnospirales, Lachnospiraceae, (0, 4)",22,Control
add197aed17ced91ee9e0b5a949563b8,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,Unassigned,3.728215089,7.654392312,8.52215127414706e-07,8.48664231050478e-06,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,Unassigned,21,"Lachnospirales, Lachnospiraceae","(0, 4)","Lachnospirales, Lachnospiraceae, (0, 4)",22,Control
7d0d1128850e28ffeb3067dabecee9ba,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Unassigned,1.965962102,6.574298192,3.3544212643256e-05,0.000256253,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Unassigned,21,"Lachnospirales, Lachnospiraceae","(0, 4)","Lachnospirales, Lachnospiraceae, (0, 4)",22,Control
82819e0b6b0a7ba359661678cb034a42,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Unassigned,7.797962519,11.92473229,8.31491665041354e-36,9.27390370409457e-34,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Unassigned,21,"Lactobacillales, Carnobacteriaceae","(0, 2)","Lactobacillales, Carnobacteriaceae, (0, 2)",22,Control
369b2ff24d4d026ee6f3f0ae8b487c57,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Unassigned,4.779330504,8.919723041,3.97791775873644e-12,7.64949012685755e-11,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Unassigned,21,"Lactobacillales, Carnobacteriaceae","(0, 2)","Lactobacillales, Carnobacteriaceae, (0, 2)",22,Control
9908fffab7ed4f3bec44cda2f5084d49,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Unassigned,7.389875765,10.93411541,8.14881082223534e-34,8.52060031599983e-32,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Unassigned,21,"Lactobacillales, Enterococcaceae","(0, 1)","Lactobacillales, Enterococcaceae, (0, 1)",22,Control
6ba43acb03ae795b3e7e31f2be946006,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc_mesenteroides,7.362883605,10.90782948,4.81928277579368e-20,1.87503722881461e-18,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc_mesenteroides,21,"Lactobacillales, Leuconostocaceae","(0, 1)","Lactobacillales, Leuconostocaceae, (0, 1)",22,Control
b3d2cc3b9f0184830bec2ef73bcc6166,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_garvieae,9.083658794,13.15234325,8.43962103426347e-52,3.5298714975807e-49,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_garvieae,21,"Lactobacillales, Streptococcaceae","(0, 3)","Lactobacillales, Streptococcaceae, (0, 3)",22,Control
e618ba5cd2c70e833352bba6cc98abd1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unassigned,8.668202084,14.53585267,2.51429034014725e-37,3.82400703551486e-35,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unassigned,21,"Lactobacillales, Streptococcaceae","(0, 3)","Lactobacillales, Streptococcaceae, (0, 3)",22,Control
d114fb4c335125128be28401522dd41a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,8.615378698,13.3390921,1.48538771828804e-45,4.14175608782648e-43,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_lactis,21,"Lactobacillales, Streptococcaceae","(0, 3)","Lactobacillales, Streptococcaceae, (0, 3)",22,Control
e0e04b7d9a2e6feb18a3854937562f7f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Unassigned,-2.936930912,7.149423662,4.94581312782543e-05,0.000358197,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Unassigned,22,"Lactobacillales, Vagococcaceae","(1, 0)","Lactobacillales, Vagococcaceae, (1, 0)",21,Antibiotic Treated
9f3c338df2e4ff961130f0e6d7c8cd55,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_bacterium,7.238389335,10.91315262,1.6265279594387e-24,8.50369148794045e-23,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_bacterium,21,"Oscillospirales, Ruminococcaceae","(0, 4)","Oscillospirales, Ruminococcaceae, (0, 4)",22,Control
f299ac3d8f33bb7e1c33d66d8c2714cc,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,Unassigned,5.46559915,9.111115699,1.44080185880611e-17,4.46381761070855e-16,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,Unassigned,21,"Oscillospirales, Ruminococcaceae","(0, 4)","Oscillospirales, Ruminococcaceae, (0, 4)",22,Control
0c99cd95503113e5ae2d80195f15c99d,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,Unassigned,2.991888831,7.142592759,2.36599970361111e-10,3.63148394875357e-09,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,Unassigned,21,"Oscillospirales, Ruminococcaceae","(0, 4)","Oscillospirales, Ruminococcaceae, (0, 4)",22,Control
cb0a04f8e0eb4ae23a00314ac78818f1,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_Firmicutes,2.726805045,6.978723057,1.60076417440387e-08,1.98376182502051e-07,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_Firmicutes,21,"Oscillospirales, Ruminococcaceae","(0, 4)","Oscillospirales, Ruminococcaceae, (0, 4)",22,Control
2f38f39001cfda87b7b72e0684a07881,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_borealis,5.313329321,9.533670144,6.13461949203765e-19,2.01239576670176e-17,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_borealis,21,"Paenibacillales, Paenibacillaceae","(4, 3)","Paenibacillales, Paenibacillaceae, (4, 3)",22,Control
9a1792497731b6c2949e84076ab7cf37,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,5.086114427,12.71972518,6.33100424096732e-16,1.65496407736536e-14,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,21,"Paenibacillales, Paenibacillaceae","(4, 3)","Paenibacillales, Paenibacillaceae, (4, 3)",22,Control
70eae3f0af7c1ad7350c1a3189b6766b,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,3.184260429,7.412626865,1.32394499017833e-11,2.30724996725869e-10,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,21,"Paenibacillales, Paenibacillaceae","(4, 3)","Paenibacillales, Paenibacillaceae, (4, 3)",22,Control
841ed522c06fe96eacac2377dd459f49,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,-2.259581193,8.297262884,6.57659867377965e-05,0.000470199,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,22,"Paenibacillales, Paenibacillaceae","(4, 3)","Paenibacillales, Paenibacillaceae, (4, 3)",21,Antibiotic Treated
7021d8d56277291858378fecfa7a131c,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,-2.413099363,9.929074455,2.09212316231667e-08,2.55483361354438e-07,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,22,"Paenibacillales, Paenibacillaceae","(4, 3)","Paenibacillales, Paenibacillaceae, (4, 3)",21,Antibiotic Treated
b5d0821c7524008340ea6afd6e5a15d5,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,-3.206915898,7.787673778,8.49506964373535e-08,9.47483434264617e-07,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Unassigned,22,"Paenibacillales, Paenibacillaceae","(4, 3)","Paenibacillales, Paenibacillaceae, (4, 3)",21,Antibiotic Treated
f5fe6f63caf833b642e2599be41be7d2,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,Unassigned,-4.114313816,13.42080738,3.53135039645195e-08,4.19003490302419e-07,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,Unassigned,22,"Paenibacillales, Paenibacillaceae","(4, 3)","Paenibacillales, Paenibacillaceae, (4, 3)",21,Antibiotic Treated
d58ec7205571aa7aac35ad7710363e12,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Unassigned,Unassigned,3.297302905,7.345253504,1.10051911199355e-09,1.5603122664112e-08,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Unassigned,Unassigned,21,"Peptostreptococcales-Tissierellales, Anaerovoracaceae","(0, 1)","Peptostreptococcales-Tissierellales, Anaerovoracaceae, (0, 1)",22,Control
22b3c70cdfb1714224e1bf8a6314bee9,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Finegoldia,uncultured_bacterium,-1.913767849,6.657645933,0.000106161,0.000721978,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Finegoldia,uncultured_bacterium,22,"Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales","(1, 0)","Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, (1, 0)",21,Antibiotic Treated
d0eac7d8255844d19b6119765b1e3bdb,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,9.754453389,14.2184648,8.1289139982752e-71,6.79983655955721e-68,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,21,"RsaHf231, RsaHf231","(0, 4)","RsaHf231, RsaHf231, (0, 4)",22,Control
7a2b03d9e6cec7bf526e1858d8bce63c,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,8.073856114,12.15183154,1.21324397014762e-41,2.25528573561885e-39,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,21,"RsaHf231, RsaHf231","(0, 4)","RsaHf231, RsaHf231, (0, 4)",22,Control
ef00864cd61bd46136ccd878a39d1cc2,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,8.04797146,13.47642014,2.30821082561867e-31,1.93081835563002e-29,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,21,"RsaHf231, RsaHf231","(0, 4)","RsaHf231, RsaHf231, (0, 4)",22,Control
5eee0e1f5da6a095b7ac8a17890c92b4,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,2.652177131,6.934473207,7.95795854343365e-05,0.000559398,Bacteria,Firmicutes,Bacilli,RsaHf231,RsaHf231,RsaHf231,uncultured_bacterium,21,"RsaHf231, RsaHf231","(0, 4)","RsaHf231, RsaHf231, (0, 4)",22,Control
3343c31b601822d68def46a948c66d58,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella_termitidis,4.194633367,8.016643042,7.84106455390292e-12,1.45756677763107e-10,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella_termitidis,21,"Fusobacteriales, Leptotrichiaceae","(0, 1)","Fusobacteriales, Leptotrichiaceae, (0, 1)",22,Control
9929975f0fe857af829647de6ff75709,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_bacterium,-3.92401905,7.858520623,5.73659953155072e-10,8.34550523155161e-09,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_bacterium,22,"Myxococcales, Myxococcaceae","(1, 0)","Myxococcales, Myxococcaceae, (1, 0)",21,Antibiotic Treated
315fae925226ac44af01d992c1732f74,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,Unassigned,5.706642277,9.331622842,1.84367050313177e-42,3.85557593967431e-40,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,Unassigned,21,"Gemmatales, Gemmataceae","(2, 4)","Gemmatales, Gemmataceae, (2, 4)",22,Control
7fd16a9945d4be01153b275b789c39f5,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,uncultured_bacterium,5.552579342,9.712738241,9.88847726746608e-28,6.89309269519614e-26,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,uncultured_bacterium,21,"Gemmatales, Gemmataceae","(2, 4)","Gemmatales, Gemmataceae, (2, 4)",22,Control
768d500dec54c80d5ef769902dadd792,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Gemmata_sp.,3.020650697,8.799557062,8.5673723490215e-08,9.49219466219402e-07,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Gemmata_sp.,21,"Gemmatales, Gemmataceae","(2, 4)","Gemmatales, Gemmataceae, (2, 4)",22,Control
23b1bba87afc0a8c4e389513c03080fa,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,uncultured_bacterium,2.709298891,8.013691624,6.56605810054438e-06,5.69171772135272e-05,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,uncultured_bacterium,21,"Gemmatales, Gemmataceae","(2, 4)","Gemmatales, Gemmataceae, (2, 4)",22,Control
893eea1783c06f31981d93c0a8acca61,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_bacterium,-2.575802901,7.380394163,2.88074447698244e-06,2.59112124193098e-05,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_bacterium,22,"Gemmatales, Gemmataceae","(2, 4)","Gemmatales, Gemmataceae, (2, 4)",21,Antibiotic Treated
e3d06e98bac7e4bf12488a45e2a2f345,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_bacterium,-2.835386465,7.084724071,7.01847801854035e-08,7.93372548987703e-07,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_bacterium,22,"Gemmatales, Gemmataceae","(2, 4)","Gemmatales, Gemmataceae, (2, 4)",21,Antibiotic Treated
5e7ce2f97b70de3ef993787230a3bd41,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Unassigned,Unassigned,-2.174232652,6.704782449,4.56833190621635e-05,0.000335211,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Unassigned,Unassigned,22,"Isosphaerales, Isosphaeraceae","(7, 0)","Isosphaerales, Isosphaeraceae, (7, 0)",21,Antibiotic Treated
fb204d91539d955515ec3e16b7c201f6,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,-2.18909992,6.712510081,6.04642089833917e-05,0.000434149,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,22,"Isosphaerales, Isosphaeraceae","(7, 0)","Isosphaerales, Isosphaeraceae, (7, 0)",21,Antibiotic Treated
64795329d84ff0117d6040d074ee21c3,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium,-2.203106939,6.719837245,2.73289549396646e-05,0.000209731,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium,22,"Isosphaerales, Isosphaeraceae","(7, 0)","Isosphaerales, Isosphaeraceae, (7, 0)",21,Antibiotic Treated
90dcf984fd920c69c2b0e43ca3aea1d3,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,-2.819331859,7.842136483,6.6103981243859e-07,6.70254306793795e-06,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,22,"Isosphaerales, Isosphaeraceae","(7, 0)","Isosphaerales, Isosphaeraceae, (7, 0)",21,Antibiotic Treated
648b5f3fd802b6b7f0b7f7a80becdedb,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Unassigned,Unassigned,-3.420551103,8.102724255,1.32682199568035e-08,1.66900240509265e-07,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Unassigned,Unassigned,22,"Isosphaerales, Isosphaeraceae","(7, 0)","Isosphaerales, Isosphaeraceae, (7, 0)",21,Antibiotic Treated
9dd980db1f7c8dba7151cc73032b25e3,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,-4.382248911,8.348180697,9.82045536907134e-14,2.16179234637584e-12,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_bacterium,22,"Isosphaerales, Isosphaeraceae","(7, 0)","Isosphaerales, Isosphaeraceae, (7, 0)",21,Antibiotic Treated
36133f88b5844e03c0e3717645172e5d,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_planctomycete,-5.722639796,10.05645168,2.91157980611035e-23,1.44645600019541e-21,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,uncultured_planctomycete,22,"Isosphaerales, Isosphaeraceae","(7, 0)","Isosphaerales, Isosphaeraceae, (7, 0)",21,Antibiotic Treated
48a7af65c55adc4dd66178efefb01ed9,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unassigned,3.81498084,8.845672826,5.77179180425874e-15,1.39945038964129e-13,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unassigned,21,"Pirellulales, Pirellulaceae","(0, 3)","Pirellulales, Pirellulaceae, (0, 3)",22,Control
df659a6ddd7ae0d71d58f1504a6386bc,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unassigned,2.707501675,7.14209869,2.45655220956629e-09,3.34131044439383e-08,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unassigned,21,"Pirellulales, Pirellulaceae","(0, 3)","Pirellulales, Pirellulaceae, (0, 3)",22,Control
aa7a1190e74897db20189e4b477e4579,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unassigned,1.83297789,6.513868973,9.95182211802078e-05,0.00068516,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,Unassigned,21,"Pirellulales, Pirellulaceae","(0, 3)","Pirellulales, Pirellulaceae, (0, 3)",22,Control
4e13a88e53218d14be546cb458cf87cf,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured_planctomycete,4.057938252,12.39174953,1.16805015068864e-11,2.07349211366569e-10,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured_planctomycete,21,"Planctomycetales, Rubinisphaeraceae","(0, 4)","Planctomycetales, Rubinisphaeraceae, (0, 4)",22,Control
34aa6c5419744d81f8075eade565b9ea,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,metagenome,3.127011463,7.230525946,6.31910156149968e-11,1.01652470311432e-09,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,metagenome,21,"Planctomycetales, Rubinisphaeraceae","(0, 4)","Planctomycetales, Rubinisphaeraceae, (0, 4)",22,Control
