,Domain,Phylum,Class,Order,Family,Genus,species,logFC,logCPM,PValue,FDR,Domain.1,Phylum.1,Class.1,Order.1,Family.1,Genus.1,species.1,Shape,Ord_Fam,Numb,FAM_ASV,Shape1,Treat
295d94fd5c278d3ac45c413c55d6b143,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured_planctomycete,3.058779957,10.0959439,8.29949047766078e-07,8.31439974199191e-06,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured_planctomycete,21,"Planctomycetales, Rubinisphaeraceae","(0, 4)","Planctomycetales, Rubinisphaeraceae, (0, 4)",22,Control
102fc16adc262f00c457357b35540be5,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,Unassigned,1.641258592,6.43205646,0.000136064,0.000899742,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,Unassigned,21,"Planctomycetales, Rubinisphaeraceae","(0, 4)","Planctomycetales, Rubinisphaeraceae, (0, 4)",22,Control
6e38feb2a49baf0e50a702c00789b58a,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured_bacterium,6.846036313,10.47146314,2.12739619928181e-46,7.11826768279692e-44,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured_bacterium,21,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",22,Control
06800834b26574b7f22bda68b3d29c2f,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,Unassigned,6.245481502,9.83449235,7.59616207328606e-37,9.77567626815967e-35,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,Unassigned,21,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",22,Control
e9fe5b6af3b11e799d63f606d8b74666,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,uncultured_bacterium,3.740787136,7.664063425,1.5196603984473e-12,3.02665696024087e-11,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius,uncultured_bacterium,21,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",22,Control
7e0908542c9fc8a4d864b671e1b484fa,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured_bacterium,2.403229714,6.79456456,2.39796121783431e-06,2.21645807593194e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured_bacterium,21,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",22,Control
488cc6e7627fe8e4b26327c7f882ed03,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Unassigned,-2.368743537,7.661297034,0.000113471,0.000765474,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Unassigned,22,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",21,Antibiotic Treated
a10b6b40998a7382748882fb77cf4efa,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,-2.557434713,7.624975825,9.7741310659843e-05,0.000675707,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,22,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",21,Antibiotic Treated
77edeb3e5cf01d2823d3b618e59d69da,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unassigned,Unassigned,-2.62630464,7.096403538,9.40359928163292e-07,9.25424799892463e-06,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unassigned,Unassigned,22,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",21,Antibiotic Treated
841743be975566f055d09c66a50ab0a3,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Unassigned,-2.697670078,7.310382631,1.03320827124806e-05,8.59978824775128e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Unassigned,22,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",21,Antibiotic Treated
1b9b82444d4d216b95032bb22ee44a93,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Unassigned,-2.910186238,7.132203516,3.92683537232301e-05,0.000294601,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Unassigned,22,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",21,Antibiotic Treated
5564f43f36eeeb28e2779ce0c7b11148,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,uncultured_bacterium,-4.103926968,8.00131973,5.90025082537539e-09,7.71181221160393e-08,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia,uncultured_bacterium,22,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",21,Antibiotic Treated
98681ff2bb6380bb37ee2d4cd82a493c,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,-5.423301707,9.326928421,3.77211323316218e-15,9.70883913704667e-14,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured_bacterium,22,"Acetobacterales, Acetobacteraceae","(7, 4)","Acetobacterales, Acetobacteraceae, (7, 4)",21,Antibiotic Treated
e3bd4c321c5364d01871ebb503a1dc7e,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Unassigned,-2.945088995,7.965646294,0.000118194,0.000794133,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Unassigned,22,"Alteromonadales, Colwelliaceae","(1, 0)","Alteromonadales, Colwelliaceae, (1, 0)",21,Antibiotic Treated
1b21d2b71f96b4a59b392aee9aa1d655,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Unassigned,2.681159348,7.041391132,6.03757852859697e-05,0.000434149,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Unassigned,21,"Alteromonadales, Pseudoalteromonadaceae","(0, 1)","Alteromonadales, Pseudoalteromonadaceae, (0, 1)",22,Control
20b3df08cd5fac2be26a2928155bab69,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Unassigned,-2.952579263,8.850706302,9.92421311709098e-07,9.70947868122409e-06,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Unassigned,22,"Burkholderiales, Alcaligenaceae","(1, 0)","Burkholderiales, Alcaligenaceae, (1, 0)",21,Antibiotic Treated
8735f92a7f18db944bc862777fbd3222,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,5.930717601,11.57458657,4.79582713474697e-15,1.19752519349727e-13,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,21,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",22,Control
cff91f92ebadff0ecf455925e3e91b54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,5.76234453,13.06681692,2.90646394276882e-19,9.92349831888211e-18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,21,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",22,Control
d32e579b3ae7b2aae8d5bf9f027c29af,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Unassigned,5.14857354,9.295867579,8.15562768781183e-15,1.94919501738703e-13,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Unassigned,21,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",22,Control
8405088b6189faf6a7ac70405b8cf2b1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,3.661710482,15.56465404,1.22687055037129e-14,2.89092173348051e-13,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,21,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",22,Control
bf1969c0e412e57637a9ae7a3b638492,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unassigned,3.112166617,7.220659556,4.05309291571083e-08,4.70890586665571e-07,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unassigned,21,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",22,Control
16da9716b4d7c3c9c904f3f799d67dfe,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Unassigned,2.511569623,7.209905521,3.45148731291536e-05,0.00026247,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Unassigned,21,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",22,Control
76fe5bfaf9792607e41a95889d28ca32,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,-3.362200011,7.438063381,1.17520561870523e-05,9.63783823575418e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,22,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",21,Antibiotic Treated
868e0165fe32a8925b7f20afa5e1dbfc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,-4.852714035,8.630618261,1.69078913902923e-07,1.79031027189614e-06,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,22,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",21,Antibiotic Treated
0eb88b722902316b11770922bcdaca7b,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,-6.857937439,13.86522637,3.23526384890835e-31,2.57742686629698e-29,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,22,"Burkholderiales, Comamonadaceae","(3, 6)","Burkholderiales, Comamonadaceae, (3, 6)",21,Antibiotic Treated
efbe1f58b1e2984ddc53a64f047d94ff,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Unassigned,4.205844659,13.13599878,3.16458941795265e-09,4.23548647698783e-08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Unassigned,21,"Burkholderiales, Oxalobacteraceae","(2, 1)","Burkholderiales, Oxalobacteraceae, (2, 1)",22,Control
8df2b2e6c1cb64bd18b81d5bae7f0898,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Unassigned,-2.447396581,6.852732454,2.24663512155782e-05,0.00017482,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Unassigned,22,"Burkholderiales, Oxalobacteraceae","(2, 1)","Burkholderiales, Oxalobacteraceae, (2, 1)",21,Antibiotic Treated
05cb1408aaaad271c74a2e688a26f73f,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned,-2.668061128,7.166397875,0.000126412,0.000845951,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned,22,"Burkholderiales, Oxalobacteraceae","(2, 1)","Burkholderiales, Oxalobacteraceae, (2, 1)",21,Antibiotic Treated
ad9018f80e00f2ca4b48067195ac310d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Unassigned,5.462545744,10.60788064,1.00406733096281e-19,3.81773782886541e-18,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Unassigned,21,"Caulobacterales, Caulobacteraceae","(0, 3)","Caulobacterales, Caulobacteraceae, (0, 3)",22,Control
1d3c99cabc99926cf6dc4cbb5a615407,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_terrae,4.601652805,8.807579979,4.76279383237959e-19,1.59363081631421e-17,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_terrae,21,"Caulobacterales, Caulobacteraceae","(0, 3)","Caulobacterales, Caulobacteraceae, (0, 3)",22,Control
12322f15c5dcca422f121c2e90eb3566,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_diminuta,4.338532051,8.536456335,9.65651667943427e-12,1.75601656572756e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_diminuta,21,"Caulobacterales, Caulobacteraceae","(0, 3)","Caulobacterales, Caulobacteraceae, (0, 3)",22,Control
4850a238b7fbbd5ffa204c5a5a396f2c,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,Unassigned,7.07891545,10.63215519,1.85884755654286e-33,1.829324683586e-31,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,Unassigned,21,"Enterobacterales, Hafniaceae","(0, 1)","Enterobacterales, Hafniaceae, (0, 1)",22,Control
63afe8e6aac58bf0d670a82ca5bc574c,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Unassigned,Unassigned,6.295861211,9.882076902,1.51342508650649e-16,4.17741156900082e-15,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Unassigned,Unassigned,21,"Enterobacterales, Yersiniaceae","(0, 2)","Enterobacterales, Yersiniaceae, (0, 2)",22,Control
3481fa43fe5fba6aecdc7f9aae6ed9c0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Unassigned,Unassigned,2.929386328,7.102774935,3.81780431675579e-06,3.39743969251726e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Unassigned,Unassigned,21,"Enterobacterales, Yersiniaceae","(0, 2)","Enterobacterales, Yersiniaceae, (0, 2)",22,Control
d8a6db62ee2e9ed09d49bc0e0d5e553d,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Unassigned,3.757169101,7.926641202,1.1326687194498e-16,3.2117877417619e-15,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Unassigned,21,"Legionellales, Legionellaceae","(0, 2)","Legionellales, Legionellaceae, (0, 2)",22,Control
4a084b1ce18417922c08c9000f984f78,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Unassigned,3.174730254,7.656280739,7.87570843106901e-11,1.25486287668366e-09,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Unassigned,21,"Legionellales, Legionellaceae","(0, 2)","Legionellales, Legionellaceae, (0, 2)",22,Control
55f551c495c9fbdf4e7605b2c22444bb,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,uncultured_marine,-3.022277359,7.899455908,4.92089972687176e-05,0.000357942,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,uncultured_marine,22,"Oceanospirillales, Marinomonadaceae","(0, 1)","Oceanospirillales, Marinomonadaceae, (0, 1)",21,Antibiotic Treated
d93817ae5d47f9b7a8fae288a235ca63,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Unassigned,Unassigned,-3.139350656,7.988118253,4.70435754508339e-05,0.000343685,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Unassigned,Unassigned,22,"Oceanospirillales, Nitrincolaceae","(3, 0)","Oceanospirillales, Nitrincolaceae, (3, 0)",21,Antibiotic Treated
3ff56351308c3c644f5864e398375113,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium,Marinobacterium_jannaschii,-3.398191014,7.463980502,1.03019145227866e-05,8.59978824775128e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium,Marinobacterium_jannaschii,22,"Oceanospirillales, Nitrincolaceae","(3, 0)","Oceanospirillales, Nitrincolaceae, (3, 0)",21,Antibiotic Treated
ce9cc473076ece3a4bc2021e46a8a4b4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter,uncultured_bacterium,-3.90553133,10.18332891,2.36505361984864e-06,2.19818594778154e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter,uncultured_bacterium,22,"Oceanospirillales, Nitrincolaceae","(3, 0)","Oceanospirillales, Nitrincolaceae, (3, 0)",21,Antibiotic Treated
1a0a5f3bceb8f19780cc3e7642ee624f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,Unassigned,-2.969424166,7.170711846,2.62015050632818e-05,0.000202005,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,Unassigned,22,"Pseudomonadales, Moraxellaceae","(1, 0)","Pseudomonadales, Moraxellaceae, (1, 0)",21,Antibiotic Treated
9af3467db68cf6063627304cecd46a65,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,7.087304859,10.93697829,7.56323692922532e-23,3.41980956286323e-21,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,21,"Pseudomonadales, Pseudomonadaceae","(0, 5)","Pseudomonadales, Pseudomonadaceae, (0, 5)",22,Control
38c27ceaed634984c1225a82648cf571,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,6.944438298,10.50221531,2.69438519850356e-25,1.50256881236548e-23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,21,"Pseudomonadales, Pseudomonadaceae","(0, 5)","Pseudomonadales, Pseudomonadaceae, (0, 5)",22,Control
5648dccee530d68ceb3e4d7d22cf8756,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,6.545082456,12.12721513,2.93959976130566e-23,1.44645600019541e-21,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,21,"Pseudomonadales, Pseudomonadaceae","(0, 5)","Pseudomonadales, Pseudomonadaceae, (0, 5)",22,Control
8b5884acc8c736df09c4260b50dc9297,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,3.73660187,7.66086485,1.26762658435814e-09,1.7821338450682e-08,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,21,"Pseudomonadales, Pseudomonadaceae","(0, 5)","Pseudomonadales, Pseudomonadaceae, (0, 5)",22,Control
637b9b3f4d1cbb1a10c07817619cdf69,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,3.593980914,9.088410475,1.37419320266724e-07,1.47373412055275e-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,21,"Pseudomonadales, Pseudomonadaceae","(0, 5)","Pseudomonadales, Pseudomonadaceae, (0, 5)",22,Control
da2147cc0388cbefc849a8b898bed838,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome,3.773085795,7.688282688,7.69030533646418e-13,1.55010612384392e-11,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome,21,"Reyranellales, Reyranellaceae","(0, 2)","Reyranellales, Reyranellaceae, (0, 2)",22,Control
f36e20de3f5be5f26cf3af85351b6c0b,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome,2.053548519,6.615789958,3.77639760413147e-05,0.000285878,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome,21,"Reyranellales, Reyranellaceae","(0, 2)","Reyranellales, Reyranellaceae, (0, 2)",22,Control
7ead17a076e7b7b419bf50abe7eee3f4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,5.393902414,10.0443242,2.06351414848168e-25,1.19043419669305e-23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
7b9668ebf6830386ee80c560f7b275a7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,4.338451688,8.133313926,3.94086881791591e-17,1.15667956708304e-15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
5a0ae6a10829f1b6d01debcce81fa0c6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,4.100714353,11.14241626,8.04603546236215e-12,1.47923267346504e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
7c06c4b75e7985d07ca371251ce34f68,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,3.806738783,8.139302949,1.66000365048577e-19,6.171524682806e-18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
2ac65aba35d1aa99af7a4b3d828956d5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,3.110502921,7.219655897,1.46084825123871e-09,2.02543503614077e-08,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
1df0754b2bcf846bd42b795e406a4a8b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,2.435084068,8.40507875,2.77765411835255e-06,2.51190018378585e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
4473ac847f597164696bc96da74ca753,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,2.414534378,17.88622557,2.82972829602667e-17,8.45381328437967e-16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
813872ae7cac7ad1c89490a823b27080,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FFCH5858,uncultured_bacterium,2.217969651,6.697141079,0.000140632,0.000926289,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FFCH5858,uncultured_bacterium,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
d96100a8892daf3be27fd5dd5f99adf0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,Unassigned,2.199662967,6.80884935,2.3899611000644e-05,0.000185111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,Unassigned,21,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",22,Control
019dbae2126663ddb0710cfa00fccb48,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,-2.421426823,6.838158329,1.80461214466343e-06,1.72520921029823e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,22,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",21,Antibiotic Treated
41f27349b5b432445a9c8cb78817caed,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,uncultured_bacterium,-2.70584195,7.004556464,2.50670873905115e-06,2.30424380243548e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,uncultured_bacterium,22,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",21,Antibiotic Treated
6aae9a17fbd9c7a4f55a65ef18d63320,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,-3.737412246,8.242728634,1.18115349214498e-13,2.53342281071609e-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,22,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",21,Antibiotic Treated
